小关卡id	小关卡标题	小关卡对话	每日最多	前置完成关卡	等级限制	每次扣除体力	武魂	铜钱奖励	未过回复次数	奖励道具	士兵分布图	主将ID	主将等级	主将阶级	副将1ID	副将1等级	副将1阶级	副将2ID	副将2等级	副将2阶级	步兵1ID	步兵1等级	骑兵2ID	骑兵2等级	弓兵3ID	弓兵3等级	士兵数量等级	特殊增益比例	精英副本增益比例	未过返还体力	主角经验Exp	公会掉落	空行
137	第七關	0	99	14,6	1,999	5	78	1460	1	22,1,1,100,1,36,1,1,30,1,25,4,1,12,1,43,4,1,35,1,34,1,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	14-07.tmx	127	224	21	91	224	21	92	224	21	1102	19	2102	19	3102	19	20	0	0.3	5	3315	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
138	第八關	0	99	14,7	1,999	5	78	1470	1	23,1,1,100,1,37,1,1,30,1,16,4,1,12,1,43,4,1,35,1,35,1,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	14-08.tmx	126	227	21	92	227	21	93	227	21	1102	19	2102	19	3102	19	20	0	0.3	5	3325	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
139	第九關	114	99	14,8	1,999	5	78	1480	1	24,1,1,100,1,38,1,1,30,1,19,4,1,12,1,43,4,1,35,1,36,1,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	14-09.tmx	119	236	21	93	236	21	94	236	21	1102	19	2102	19	3102	19	20	0	0.3	5	3335	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
140	第十關	115,116	99	14,9	1,999	5	78	1490	1	25,1,1,100,1,39,1,1,30,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	14-10.tmx	88	233	21	94	233	21	123	233	21	1102	20	2102	20	3102	20	20	0	0.3	5	3345	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
141	第一關	117	99	14,10	1,999	5	84	1500	1	26,1,1,100,1,32,1,1,35,1,16,4,1,12,1,43,4,1,35,1,36,1,1,70,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	15-01.tmx	136	217	21	95	217	21	96	217	21	1102	20	2102	20	3102	20	20	0	0.3	5	3355	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
142	第二關	118	99	15,1	1,999	5	84	1510	1	27,1,1,100,1,33,1,1,35,1,19,4,1,12,1,43,4,1,35,1,37,1,1,70,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	15-02.tmx	139	225	21	96	225	21	97	225	21	1102	20	2102	20	3102	20	20	0	0.3	5	3365	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
143	第三關	0	99	15,2	1,999	5	84	1520	1	28,1,1,100,1,34,1,1,35,1,25,4,1,12,1,43,4,1,35,1,38,1,1,70,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	15-03.tmx	121	228	22	97	228	22	98	228	22	1102	20	2102	20	3102	20	20	0	0.3	5	3375	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
144	第四關	0	99	15,3	1,999	5	84	1530	1	29,1,1,100,1,35,1,1,35,1,16,4,1,12,1,43,4,1,35,1,39,1,1,70,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	15-04.tmx	116	248	22	98	248	22	99	248	22	1102	20	2102	20	3102	20	20	0	0.3	5	3385	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
145	第五關	119,120	99	15,4	1,999	5	84	1540	1	30,1,1,100,1,36,1,1,35,1,19,4,1,12,1,43,4,1,35,1,48,4,1,60,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	15-05.tmx	118	252	22	99	252	22	100	252	22	1102	20	2102	20	3102	20	20	0	0.3	5	3395	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
146	第六關	0	99	15,5	1,999	5	84	1550	1	31,1,1,100,1,37,1,1,35,1,25,4,1,12,1,43,4,1,35,1,33,1,1,70,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	15-06.tmx	116	262	22	100	262	22	101	262	22	1102	20	2102	20	3102	20	20	0	0.3	5	3405	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
147	第七關	121,122	99	15,6	1,999	5	84	1560	1	14,1,1,100,1,38,1,1,35,1,16,4,1,12,1,43,4,1,35,1,34,1,1,70,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	15-07.tmx	135	254	22	101	254	22	102	254	22	1102	20	2102	20	3102	20	20	0	0.3	5	3415	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
148	第八關	123	99	15,7	1,999	5	84	1570	1	15,1,1,100,1,39,1,1,35,1,19,4,1,12,1,43,4,1,35,1,35,1,1,70,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	15-08.tmx	133	260	23	102	260	23	103	260	23	1102	20	2102	20	3102	20	20	0	0.3	5	3425	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
149	第九關	0	99	15,8	1,999	5	84	1580	1	16,1,1,100,1,32,1,1,35,1,25,4,1,12,1,43,4,1,35,1,36,1,1,70,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	15-09.tmx	122	260	23	103	260	23	104	260	23	1102	20	2102	20	3102	20	20	0	0.3	5	3435	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
150	第十關	124,125	99	15,9	1,999	5	84	1590	1	17,1,1,100,1,33,1,1,35,1,16,4,1,12,1,43,4,1,35,1,49,4,1,60,2,114,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	15-10.tmx	88	245	23	122	245	23	124	245	23	1103	1	2103	1	3103	1	20	0	0.3	5	3445	42,4,1,100,38,4,1,100,73,4,2,100,50,4,9,100	
151	第一關	126,127	99	15,10	1,999	5	90	1600	1	18,1,1,100,1,34,1,1,40,1,19,4,1,12,1,43,4,1,35,1,34,1,1,80,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	16-01.tmx	131	270	23	105	270	23	106	270	23	1103	1	2103	1	3103	1	20	0	0.3	5	3455	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
152	第二關	128	99	16,1	1,999	5	90	1610	1	19,1,1,100,1,35,1,1,40,1,25,4,1,12,1,43,4,1,35,1,35,1,1,80,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	16-02.tmx	131	255	24	106	255	24	107	255	24	1103	2	2103	2	3103	2	20	0	0.3	5	3465	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
153	第三關	129	99	16,2	1,999	5	90	1620	1	20,1,1,100,1,36,1,1,40,1,16,4,1,12,1,43,4,1,35,1,36,1,1,80,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	16-03.tmx	125	254	24	107	254	24	108	254	24	1103	2	2103	2	3103	2	20	0	0.3	5	3475	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
154	第四關	0	99	16,3	1,999	5	90	1630	1	21,1,1,100,1,37,1,1,40,1,19,4,1,12,1,43,4,1,35,1,37,1,1,80,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	16-04.tmx	124	261	24	108	261	24	109	261	24	1103	3	2103	3	3103	3	20	0	0.3	5	3485	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
155	第五關	130,131	99	16,4	1,999	5	90	1640	1	22,1,1,100,1,38,1,1,40,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	16-05.tmx	125	260	24	109	260	24	110	260	24	1103	3	2103	3	3103	3	20	0	0.3	5	3495	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
156	第六關	132	99	16,5	1,999	5	90	1650	1	23,1,1,100,1,39,1,1,40,1,16,4,1,12,1,43,4,1,35,1,39,1,1,80,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	16-06.tmx	131	282	24	110	282	24	111	282	24	1103	4	2103	4	3103	4	20	0	0.3	5	3505	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
157	第七關	0	99	16,6	1,999	5	90	1660	1	24,1,1,100,1,32,1,1,40,1,19,4,1,12,1,43,4,1,35,1,32,1,1,80,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	16-07.tmx	118	271	24	111	271	24	112	271	24	1103	4	2103	4	3103	4	20	0	0.3	5	3515	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
158	第八關	133	99	16,7	1,999	5	90	1670	1	25,1,1,100,1,33,1,1,40,1,25,4,1,12,1,43,4,1,35,1,33,1,1,80,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	16-08.tmx	133	267	25	112	267	25	113	267	25	1103	5	2103	5	3103	5	20	0	0.3	5	3525	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
159	第九關	134	99	16,8	1,999	5	90	1680	1	26,1,1,100,1,34,1,1,40,1,16,4,1,12,1,43,4,1,35,1,34,1,1,80,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	16-09.tmx	132	270	25	113	270	25	74	270	25	1103	5	2103	5	3103	5	20	0	0.3	5	3535	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
160	第十關	135,136	99	16,9	1,999	5	90	1690	1	27,1,1,100,1,35,1,1,40,1,19,4,1,12,1,43,4,1,35,1,49,4,1,60,2,124,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	16-10.tmx	88	246	25	130	246	25	114	246	25	1103	6	2103	6	3103	6	20	0	0.3	5	3545	42,4,1,100,38,4,1,100,73,4,2,100,50,4,10,100	
161	第一關	137	99	16,10	1,999	5	96	1700	1	28,1,1,100,1,36,1,1,45,1,25,4,1,12,1,43,4,1,35,1,36,1,1,90,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	17-01.tmx	85	271	25	114	271	25	117	271	25	1103	6	2103	6	3103	6	20	0	0.3	5	3570	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
162	第二關	0	99	17,1	1,999	5	96	1710	1	29,1,1,100,1,37,1,1,45,1,16,4,1,12,1,43,4,1,35,1,37,1,1,90,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	17-02.tmx	122	257	25	138	257	25	77	257	25	1103	6	2103	6	3103	6	20	0	0.3	5	3595	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
163	第三關	138	99	17,2	1,999	5	96	1720	1	30,1,1,100,1,38,1,1,45,1,19,4,1,12,1,43,4,1,35,1,38,1,1,90,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	17-03.tmx	104	254	25	138	254	25	118	254	25	1103	7	2103	7	3103	7	20	0	0.3	5	3620	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
164	第四關	139	99	17,3	1,999	5	96	1730	1	31,1,1,100,1,39,1,1,45,1,25,4,1,12,1,43,4,1,35,1,39,1,1,90,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	17-04.tmx	85	277	25	118	277	25	120	277	25	1103	7	2103	7	3103	7	20	0	0.3	5	3645	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
165	第五關	0	99	17,4	1,999	5	96	1740	1	14,1,1,100,1,32,1,1,45,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	17-05.tmx	126	266	25	79	266	25	118	266	25	1103	8	2103	8	3103	8	20	0	0.3	5	3670	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
166	第六關	0	99	17,5	1,999	5	96	1750	1	15,1,1,100,1,33,1,1,45,1,19,4,1,12,1,43,4,1,35,1,33,1,1,90,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	17-06.tmx	114	272	25	118	272	25	81	272	25	1103	9	2103	9	3103	9	20	0	0.3	5	3695	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
167	第七關	140	99	17,6	1,999	5	96	1760	1	16,1,1,100,1,34,1,1,45,1,25,4,1,12,1,43,4,1,35,1,34,1,1,90,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	17-07.tmx	122	292	25	127	292	25	82	292	25	1103	9	2103	9	3103	9	20	0	0.3	5	3720	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
168	第八關	0	99	17,7	1,999	5	96	1770	1	17,1,1,100,1,35,1,1,45,1,16,4,1,12,1,43,4,1,35,1,35,1,1,90,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	17-08.tmx	126	281	25	127	281	25	83	281	25	1103	10	2103	10	3103	10	20	0	0.3	5	3745	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
169	第九關	142	99	17,8	1,999	5	96	1780	1	18,1,1,100,1,36,1,1,45,1,19,4,1,12,1,43,4,1,35,1,36,1,1,90,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	17-09.tmx	107	292	25	125	292	25	131	292	25	1103	10	2103	10	3103	10	20	0	0.3	5	3770	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
170	第十關	143,144	99	17,9	1,999	5	96	1790	1	19,1,1,100,1,37,1,1,45,1,25,4,1,12,1,43,4,1,35,1,49,4,1,60,2,121,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	17-10.tmx	85	292	26	123	292	26	118	292	26	1103	11	2103	11	3103	11	20	0	0.3	5	3795	42,4,1,100,38,4,1,100,73,4,2,100,50,4,11,100	
171	第一關	145	99	17,10	1,999	5	102	1800	1	20,1,1,100,1,38,1,1,45,1,16,4,1,12,1,43,4,1,35,1,38,1,1,90,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	18-01.tmx	50	304	26	129	304	26	120	304	26	1103	11	2103	11	3103	11	20	0	0.3	5	3820	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
172	第二關	0	99	18,1	1,999	5	102	1810	1	21,1,1,100,1,39,1,1,45,1,19,4,1,12,1,43,4,1,35,1,39,1,1,90,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	18-02.tmx	115	303	26	114	303	26	111	303	26	1103	11	2103	11	3103	11	20	0	0.3	5	3845	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
173	第三關	146	99	18,2	1,999	5	102	1820	1	22,1,1,100,1,32,1,1,45,1,25,4,1,12,1,43,4,1,35,1,32,1,1,90,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	18-03.tmx	134	294	26	88	294	26	124	294	26	1103	11	2103	11	3103	11	20	0	0.3	5	3870	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
174	第四關	147	99	18,3	1,999	5	102	1830	1	23,1,1,100,1,33,1,1,45,1,16,4,1,12,1,43,4,1,35,1,33,1,1,90,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	18-04.tmx	121	300	26	124	300	26	88	300	26	1103	11	2103	11	3103	11	20	0	0.3	5	3895	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
175	第五關	148	99	18,4	1,999	5	102	1840	1	24,1,1,100,1,34,1,1,45,1,19,4,1,12,1,43,4,1,35,1,48,4,1,60,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	18-05.tmx	107	293	27	121	293	27	124	293	27	1103	11	2103	11	3103	11	20	0	0.3	5	3920	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
176	第六關	149	99	18,5	1,999	5	102	1850	1	25,1,1,100,1,35,1,1,45,1,25,4,1,12,1,43,4,1,35,1,35,1,1,90,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	18-06.tmx	121	279	27	91	279	27	136	279	27	1103	12	2103	12	3103	12	20	0	0.3	5	3945	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
177	第七關	0	99	18,6	1,999	5	102	1860	1	26,1,1,100,1,36,1,1,45,1,16,4,1,12,1,43,4,1,35,1,36,1,1,90,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	18-07.tmx	137	276	27	136	276	27	91	276	27	1103	12	2103	12	3103	12	20	0	0.3	5	3970	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
178	第八關	150	99	18,7	1,999	5	102	1870	1	27,1,1,100,1,37,1,1,45,1,19,4,1,12,1,43,4,1,35,1,37,1,1,90,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	18-08.tmx	115	293	27	137	293	27	94	293	27	1103	12	2103	12	3103	12	20	0	0.3	5	3995	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
179	第九關	151	99	18,8	1,999	5	102	1880	1	28,1,1,100,1,38,1,1,45,1,25,4,1,12,1,43,4,1,35,1,38,1,1,90,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	18-09.tmx	104	332	27	94	332	27	123	332	27	1103	12	2103	12	3103	12	20	0	0.3	5	4020	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
180	第十關	152	99	18,9	1,999	5	102	1890	1	29,1,1,100,1,39,1,1,45,1,16,4,1,12,1,43,4,1,35,1,49,4,1,60,2,118,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	18-10.tmx	104	292	28	123	292	28	130	292	28	1103	13	2103	13	3103	13	20	0	0.3	5	4045	42,4,1,100,38,4,1,100,73,4,2,100,50,4,12,100	
181	第一關	154	99	18,10	1,999	5	108	1900	1	30,1,1,100,1,32,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-01.tmx	83	311	28	125	311	28	123	311	28	1103	13	2103	13	3103	13	20	0	0.3	5	4070	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
182	第二關	0	99	19,1	1,999	5	108	1910	1	31,1,1,100,1,33,1,1,50,1,25,4,1,12,1,43,4,1,35,1,33,1,1,100,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	19-02.tmx	117	304	28	126	304	28	78	304	28	1103	13	2103	13	3103	13	20	0	0.3	5	4095	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
183	第三關	155	99	19,2	1,999	5	108	1920	1	14,1,1,100,1,34,1,1,50,1,16,4,1,12,1,43,4,1,35,1,34,1,1,100,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	19-03.tmx	122	332	28	98	332	28	120	332	28	1103	13	2103	13	3103	13	20	0	0.3	5	4120	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
184	第四關	0	99	19,3	1,999	5	108	1930	1	15,1,1,100,1,35,1,1,50,1,19,4,1,12,1,43,4,1,35,1,35,1,1,100,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-04.tmx	114	333	28	120	333	28	110	333	28	1103	13	2103	13	3103	13	20	0	0.3	5	4145	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
185	第五關	156	99	19,4	1,999	5	108	1940	1	16,1,1,100,1,36,1,1,50,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	19-05.tmx	120	324	29	114	324	29	99	324	29	1103	13	2103	13	3103	13	20	0	0.3	5	4170	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
186	第六關	0	99	19,5	1,999	5	108	1950	1	17,1,1,100,1,37,1,1,50,1,16,4,1,12,1,43,4,1,35,1,37,1,1,100,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	19-06.tmx	83	327	29	120	327	29	117	327	29	1103	14	2103	14	3103	14	20	0	0.3	5	4195	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
187	第七關	0	99	19,6	1,999	5	108	1960	1	18,1,1,100,1,38,1,1,50,1,19,4,1,12,1,43,4,1,35,1,38,1,1,100,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-07.tmx	114	328	29	111	328	29	118	328	29	1103	14	2103	14	3103	14	20	0	0.3	5	4220	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
188	第八關	0	99	19,7	1,999	5	108	1970	1	19,1,1,100,1,39,1,1,50,1,25,4,1,12,1,43,4,1,35,1,39,1,1,100,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	19-08.tmx	122	328	29	104	328	29	127	328	29	1103	14	2103	14	3103	14	20	0	0.3	5	4245	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
189	第九關	0	99	19,8	1,999	5	108	1980	1	20,1,1,100,1,32,1,1,50,1,16,4,1,12,1,43,4,1,35,1,32,1,1,100,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	19-09.tmx	119	340	29	117	340	29	77	340	29	1103	14	2103	14	3103	14	20	0	0.3	5	4270	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
190	第十關	157,158	99	19,9	1,999	5	108	1990	1	21,1,1,100,1,33,1,1,50,1,19,4,1,12,1,43,4,1,35,1,49,4,1,60,2,122,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-10.tmx	83	320	30	125	320	30	118	320	30	1103	15	2103	15	3103	15	20	0	0.3	5	4295	42,4,1,100,38,4,1,100,73,4,2,100,50,4,13,100	
191	第一關	159	99	19,10	1,999	5	116	2000	1	22,1,1,100,1,34,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-01.tmx	126	334	30	96	334	30	124	334	30	1103	15	2103	15	3103	15	20	0	0.3	5	4320	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
192	第二關	0	99	20,1	1,999	5	116	2010	1	23,1,1,100,1,35,1,1,50,1,16,4,1,12,1,43,4,1,35,1,33,1,1,100,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-02.tmx	120	343	30	119	343	30	77	343	30	1103	15	2103	15	3103	15	20	0	0.3	5	4345	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
193	第三關	0	99	20,2	1,999	5	116	2020	1	24,1,1,100,1,36,1,1,50,1,19,4,1,12,1,43,4,1,35,1,34,1,1,100,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-03.tmx	121	330	30	108	330	30	125	330	30	1103	16	2103	16	3103	16	20	0	0.3	5	4370	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
194	第四關	0	99	20,3	1,999	5	116	2030	1	25,1,1,100,1,37,1,1,50,1,25,4,1,12,1,43,4,1,35,1,35,1,1,100,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-04.tmx	122	350	30	125	350	30	110	350	30	1103	16	2103	16	3103	16	20	0	0.3	5	4395	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
195	第五關	160	99	20,4	1,999	5	116	2040	1	26,1,1,100,1,38,1,1,50,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-05.tmx	123	334	31	87	334	31	118	334	31	1103	17	2103	17	3103	17	20	0	0.3	5	4420	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
196	第六關	0	99	20,5	1,999	5	116	2050	1	27,1,1,100,1,39,1,1,50,1,19,4,1,12,1,43,4,1,35,1,37,1,1,100,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-06.tmx	128	350	31	116	350	31	112	350	31	1103	17	2103	17	3103	17	20	0	0.3	5	4445	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
197	第七關	0	99	20,6	1,999	5	116	2060	1	28,1,1,100,1,32,1,1,50,1,25,4,1,12,1,43,4,1,35,1,38,1,1,100,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-07.tmx	134	313	31	112	313	31	136	313	31	1103	18	2103	18	3103	18	20	0	0.3	5	4470	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
198	第八關	0	99	20,7	1,999	5	116	2070	1	29,1,1,100,1,33,1,1,50,1,16,4,1,12,1,43,4,1,35,1,39,1,1,100,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-08.tmx	106	349	31	133	349	31	119	349	31	1103	18	2103	18	3103	18	20	0	0.3	5	4495	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
199	第九關	0	99	20,8	1,999	5	116	2080	1	30,1,1,100,1,34,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-09.tmx	134	315	31	136	315	31	75	315	31	1103	19	2103	19	3103	19	20	0	0.3	5	4520	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
200	第十關	161,162	99	20,9	1,999	5	116	2090	1	31,1,1,100,1,35,1,1,50,1,25,4,1,12,1,43,4,1,35,1,49,4,1,60,2,117,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-10.tmx	123	348	32	97	348	32	120	348	32	1103	19	2103	19	3103	19	20	0	0.3	5	4550	42,4,1,100,38,4,1,100,73,4,2,100,50,4,14,100	
