序号	时机	人物1	位置1	对白1	人物2	位置2	对白2	人物3	位置3	对白3	人物4	位置4	对白4	人物5	位置5	对白5	人物6	位置6	对白6	人物7	位置7	对白7	空列
157	0	83	2	龐統：嘖嘖嘖，你們以為戰勝許褚就完了嗎？龐統那個迂腐的老頑固，以為真的能把我給擊殺掉，哈哈哈他那裏知道我就是他，他也就是我。	83	2	龐統：若當初他早些聽從魔將的教導，怎麼可能會被困在這裏三千年。	-9	2	孔明：大家小心，這個龐統應該被魔化了，已不是剛剛看見那個人了。	-7	2	張飛：魔化過後的龐統好帥啊…我都有些小激動想上去勾搭勾搭了。	-1	1	我：我靠，張飛妹紙居然好這一口，沒想到你口味這麼重。							
158	1	-1	1	我：孔明，現在什麼情況？龐統先生有好些了沒。	-7	2	張飛：哇哢哢，太帥了，連昏迷都這麼帥。	-9	2	孔明：龐統現在氣息非常微弱，我們還是抓緊帶他出現治療才行。													
159	0	-1	1	我：不好，大家小心，又出怪物了。	97	2	張遼：這裏可不是你們想來就來，想走就能走的地方。	-9	2	孔明：不好，我們已經被包圍了，四周都是怪物。	97	2	張遼：哈哈哈，現在才發現，恐怕已經晚啦。										
160	0	78	2	趙雲：常山趙子龍來也，張遼你就想傷害天命之子，我奉我家主公之命，前來救援。	97	2	張遼：來得好，千年前你們五虎上將就該消亡的，沒想到居然還活著，看來救走你們的神秘人不簡單啊。	95	2	甄姬：何必和他那麼多廢話，誰敢阻擾我們，先看他又沒有這個實力再說。	-1	1	我：我去啊，這個美女是誰啊，這姿色太誘人了..										
161	0	95	2	甄姬：張遼你也太廢了吧，居然連一個凡人都解決不了，簡直丟我們魔將的臉。	97	2	張遼：不對，他身上有一種壓制我的力量，我能感覺到，我體內魔力正在減少。	-9	2	孔明：這個趙雲不簡單啊，不但擊殺了所有怪物，連張遼也傷在他的槍下。	-7	2	張飛：孔明姐姐，我怎麼發現，這次的三國已經變了味道呢，他們擁有的戰力已遠超我們以前穿越的三國了。										
162	1	95	2	甄姬：趙子龍，你家主公居然真的把神玉找到了？怪不得我和張遼都不是你的對手，這神玉的力量果然不是我等下階魔將能抗衡的。	78	2	趙雲：我知道你們都是都分身，若是本體豈會只有這點能耐，看來這祭壇的中心就應該是你們本體所在了吧。	97	2	張遼：不簡單啊，居然識破了我們是分身，看來還是小瞧了你，不過趙子龍我們本體還有幾天就會復蘇了，到時候…	95	2	甄姬：別廢話，我們走。										
163	0	78	2	趙雲：這些黑色怪物都是魔力所化，一旦死亡，魔力將會花著能量重新回歸到控制者手中，這沒什麼大驚小怪的。	-1	1	我：子龍兄，你能給我解答下如今這個世界，到底是怎麼回事嗎？	78	2	趙雲：簡單說這個應該是三國平行的位面，不知道什麼原因，我們這個時代永久凝固在三國了，這裏的武將會不斷輪回重生。	78	2	趙雲：一旦武將重生，那麼關於這個武將的一切也將重頭開始，前世留下的所有記憶將被抹去，這種狀態一直持續的幾千年了。	-9	2	孔明：怎麼會這樣？太可怕，難道…							
164	0	94	2	司馬懿：嘖嘖嘖，不簡單啊，諸葛孔明果然名不虛傳，就算千年輪回也未能磨滅你一身才能啊。	-7	2	張飛：是誰？躲躲藏藏的鬼笑，算什麼英雄好漢，有脾氣給老娘滾出來。	94	2	司馬懿：我就站在你旁邊你沒看見嗎？嘖嘖嘖，小姑涼，千年前的你可是最被魔皇看中的哦，	94	2	司馬懿：沒想到你不知好歹，硬是要與魔皇作對，才落得今天這個下場，居然已經輪回為一介女流之輩。	78	2	趙雲：你到底是誰？這麼可能知道千年之前的事情？							
165	0	95	2	甄姬：哎喲，我說啊，你們這些人啊，居然不知道鼎鼎大名的司馬懿？不對，現在應該稱司馬神使。	78	2	趙雲：不好，來時軍師曾猜測，這樣一座裏面不僅僅只有魔將，應該還有更高級的存在，沒想到居然是神使，這下麻煩大了。	94	2	司馬懿：諸葛老兒，果然厲害，他應該給你留了什麼法寶之類的，對付一般大將是沒問題了。	94	2	司馬懿：可惜他還是低估了我們對天命之子的重視程度啊，好吧，時間差不多了，是該讓你們上路啦。										
166	1	94	2	司馬懿：當時我就猜測，天命之子肯定有過人之處，不然豈會被那個老不死的選中，果然有些門道，不過就算消滅了老夫這個分身，你們也是很難活著走去祭壇的。	-7	2	張飛：哇哢哢，主角就是主角，緊要關頭總能燃燒小宇宙啊，簡直帥爆了…	78	2	趙雲：大家快走吧，前面就是祭壇中心了，只有破壞了中心法陣，才能摧毀祭壇，我們才能出去。													
167	0	-9	2	諸葛亮：這個陣法由4根石柱支撐，每根石柱與中間的陣眼相互呼應，要想破陣需要4個人同時攻擊4個石柱，並且以最快速度擊殺石柱的守護者。	-7	2	張飛：可是孔明姐姐，現在我們只有3個人擁有行動能力，主公和龐統還在昏迷中。	78	2	趙雲：我可以使用分身術，雖然持續不了多久，但破壞石柱應該沒問題。	-9	2	諸葛亮：好，那我們現在就開始。										
168	0	98	2	司馬昭：哪里來的山野村夫，居然妄圖破壞法陣，夏侯兄弟還不快快出來。	101	2	夏侯淵：是誰打擾了俺的美夢，好不容易小睡一會，又有蚊子亂叫，真是討厭。	96	2	夏侯惇：夏侯惇在此，爾等刁民休得放肆。													
169	0	83	2	龐統：幾位老友這麼長時間不見，沒想到，現在還榮光煥發神采奕奕。	98	2	司馬昭：龐統你個叛徒，沒想到這麼多年，你居然還沒死，現在想和這些山野村夫來破壞大王的霸業。	83	2	龐統：哈哈，司馬昭，別以為我不知道，你們這麼拖延時間不就是想等黑夜降臨莫，喚醒沉睡的呂布而已。	98	2	司馬昭：哈哈，答對了，可惜沒有獎勵。										
170	1	86	2	呂布：謝謝你們終於讓我暫時能夠控制下身體，我時間不多了，你們要記住每一個祭壇都有一個我的分身守護，只有這一個祭壇的我才具備一絲本源。	86	2	呂布：失去本源的我完全是一具傀儡，等你們下次遇見時，就需要小心了，整個世界共有5座祭壇，找到並摧毀它們…																
171	0	127	2	關羽：子龍，主公特派我來通知你，北方幽州區域發現邪惡力量的異常波動，應該存在一個祭壇。	-9	2	孔明：那我們趕緊過去吧，時間拖得越久敵人的防備就會越強。	83	2	龐統：孔明言之有理，你們速速趕往幽州，我和子龍先把這裏處理好了就過去找你們。	-1	1	我：那就這樣，我們趕緊出發吧。										
172	0	-9	2	孔明：前方就是洛陽，不知道在這個位面洛陽有沒有發生暴亂，董卓現在是草寇理論上應該不會發生歷史上的暴亂才對。	127	2	關羽：董卓？應該不是，洛陽在很多年前就已經荒廢，聽聞是某天夜天降業火，整個洛陽城被燒為一片廢墟。	127	2	關羽：那件怪事發生後，洛陽城周圍就開始出現一些僵屍，他們刀槍不入，一般武器很難將其傷害。	-1	1	我：後來呢？那麼多僵屍應該會嚴重威脅這個世間的次序吧！	127	2	關羽：沒你想得那麼嚴重，僵屍們只在洛陽周圍出沒，不會踏出那個區域，反正是沒人主動招惹也是沒太多威脅，不過我們還是小心為好。							
173	0	135	2	曹仁：哈哈哈，你們終於來拉，等你們有些日子了，我先自我介紹下，鄙人曹仁首次見面請大家多多關照。	127	2	關羽：不好，是他，這下麻煩大了。聽聞他非常厲害，而且視乎也是來自其他位面。	-7	2	張飛：居然和我們一樣是穿越的？那他的能力應該沒那麼強吧，這個位面的人們感覺都比正史強了不少。	127	2	關羽：不一樣，曹仁很強，具體能力怎麼樣，沒人知道，因為和他戰鬥過的人都變成了他的傀儡，這次有點難辦了。	-1	1	我：來者不善善者不來，看樣子他和魔化勢力應該有所聯繫，我們小心點。							
174	1	135	2	曹仁：嘖嘖，果然有點本事，看來對付一般武將的招數果然不夠看啊。	-9	2	孔明：情況有些不妙啊，剛剛那一波嘍啰已經讓我們略顯吃力了，如果他還有什麼手段就麻煩了。	127	2	關羽：我剛剛已經偷偷給主公發了求教信號了，我們姑且拖延下時間，以靜制動。	-1	1	我：目前只能這樣，大家先經量保存下體力，我們就看看這個曹仁還有什麼手段。										
175	0	135	2	曹仁：還是讓我來陪你們玩玩吧，見識一下所謂的救世主到底有多少斤量。	-7	2	張飛：要打便打，那裏那麼多廢話。	-9	2	孔明：大家一起上。													
176	0	135	2	曹仁：不行啊，就這點本事，也配叫救世主。	135	2	曹仁：我知道你還有天賦之力尚未開啟，給你一個機會趕緊施展哦，不然一會就沒機會了。	-1	1	我：看來我也是別無選擇了，如你所願，那就讓你見識下我真正的實力吧。	-9	2	孔明：主公小心點。										
177	0	134	2	郭嘉：我說曹仁啊，有這種熱鬧也不叫我出來看看。	133	2	丁奉：嘖嘖嘖，曹仁被打得有些狼狽啊。	135	2	曹仁：你們2個能別站在說話不腰疼，這個天命之子有些奇怪，和他戰鬥我力量始終被壓制，你們別廢話了誰趕緊搭把手啊。													
178	1	133	2	丁奉：也不怎麼樣嘛 ，幾下就被我擺平了。	134	2	郭嘉：確實不是和我們一個級別的對手，沒有玩盡興。先綁著吧，今天晚上應該能吊條大魚。																
179	0	81	2	薑維：主公，雲長和天命之子已經被生擒，目前暫無生命危險，我等該如何行事。	-5	2	劉備：等會我會讓火弩手突襲，你們趁機去解救，哪些僵屍怕火應該能成。																
180	0	133	2	丁奉：果然來了，和我們預想得差不多啊。	134	2	郭嘉：嗯，不知道那條大魚來了沒有，聽說他有個什麼厲害的法寶，連魔君那邊都有些敬畏，看樣子不簡單。	134	2	郭嘉：我去俘虜那邊看看，你們先應付下。													
181	0	127	2	關羽：主公，你這麼親自己來了，現在的形勢你不宜出來，現在各路勢力都對你手中的寶物虎視眈眈。。	-5	2	劉備：沒事，這次行動即為保密，應該不會有意外，而且寶物我已經帶來了，有它的庇護我們這次營救才能如此勝利。	-9	2	孔明：郭嘉帶兵過來了，大家小心。													
182	1	134	2	郭嘉：這個劉備不簡單啊，沒想到這次還真是讓他們逃脫了。	135	2	曹仁：我說郭嘉啊，我們認識這麼久第一次聽見你誇人，看來我們確實是小看他了，不過天命之子比我們預料得成長快太多了。	134	2	郭嘉：是啊，看來計畫得提前才行，我們不能太相信張角那個老怪物，無忌金丹可只有一枚，誰不想得到呢。													
10001	0	-2	1	主公，快醒醒！大事不好了，黃巾軍來勢洶洶就要攻進城了。	-1	1	黃巾軍？我不是正和董胖子打仗么？咦，貂蟬呢？我的貂蟬、趙雲妹紙跑哪去了..	-2	1	貂蟬是誰？趙雲又是誰？主公現在可不是胡鬧得時候，城裏現在異常空虛，已無將可用，現在得趕緊領取補貼招募兵將啊.	-1	1	搞了半天剛剛是做夢啊，還好，我的貂蟬妹紙還在，看來的千秋大夢還是有希望的，可是這沒錢沒兵還沒主角光環這該怎麼辦啊	-2	1	主公勿怕，今天又到了領取簽到補貼日子，最近官府為了鼓勵大家擊退黃巾軍又是發錢、發裝備的，我們先現在就去領取補貼							
10002	0	-2	1	現在終於有少許錢幣，現在就可以去招募大廳了，招募大廳裏面存在許多能人異士，招募到誰也得看人品啊。																			
10003	0	-2	1	招募好武將後，我們就需要將武將佈置好陣型，點擊佈陣																			
10004	0	-2	1	佈陣選擇主將很關鍵，主將的陣形將決定出戰的陣形，選擇一位武將上陣成為主將																			
10005	0	-1	1	哇，居然獲得了一張6星神將，我感覺我自己已經無敵了！	-2	1	主公切勿大意，獲得好的武將一定要記得培養，武將進階能夠提升武將成長、解鎖被動技能，我們現在就把剛剛獲得武將拿去進階吧																
10006	0	-2	1	進階後是不是發現武將卡牌和屬性都發生了不小的變化呢，現在我們就把培養好的武將上陣到陣型裏面吧，讓敵人見識下新武將的厲害！																			
10007	0	-2	1	武將升級能夠提升武將屬性，升級在武將培養中作用非常，現在我們將主將等級提升到更高等級																			
10008	0	-1	1	哇，武將屬性又提升了好多，這次出去應該不怕那些黃巾軍了吧！																			
10009	0	-2	1	主公，裝備寶箱已經存放到了背包裏面，我們現在就前往背包放置位置。																			
10010	0	-2	1	裝備寶箱可以開出各種各樣的裝備，寶箱品級越高開出的裝備越好，精英關卡會掉落這些寶箱！	-2	1	哎呀，不好了，黃巾軍又沖上來了，我們趕緊把裝備穿好出征吧																
10011	0	-2	1	根據每天完成的任務能獲取任務分數。積累一定以上的任務分數，就可以領取獎勵哦。																			
10012	0	-2	1	每天淩晨會初始化每日任務的任務目錄和獲取的任務分數。 別忘了初始化之前執行任務和領取獎勵哦。																			
10013	0	-2	1	商店的商品會在每天的12點， 22點隨機更新。通過上端的更新按鈕可以馬上更新，但此時會消耗更新牌或水晶，請留意。																			
10014	0	-2	1	哇，10級了，士兵培養終於解鎖，趕緊跟著我去體驗下吧！																			
10015	0	-2	1	士兵升級可以獲得固定屬性加成，升級到了一定等級還可以通過進階大幅度提升升級成長。現在我們來完成一次士兵升級，點擊升級																			
10016	0	-2	1	偏將能夠給上陣武將提供額外屬性還能夠為武將開啟緣分，偏將如此重要我們豈能錯過，現在就去佈置一位偏將吧！																			
10017	0	-2	1	天梯是各大勢力爭奪排名的系統，通過排名會不斷獲得積分，積分可以在積分商城兌換稀缺道具等																			
10018	0	-2	1	天梯根據排名會發積分。積分能在積分商店兌換商品。天梯裏可以佈置防禦陣型，我們來試試吧！																			
10019	0	-2	1	防守隊伍初始會根據設置的攻擊隊伍生成一支，前期防守隊伍盡力保持和攻擊隊伍一致，這裏我們就不去調整隊伍了。																			
10020	0	-2	1	現在雖然持有的積分不足，但是如果堅持挑戰天梯戰鬥的話不久可以馬上購買高級武將和道具哦。																			
10021	0	-2	1	福利來咯，主城任務可謂是滿滿的福利，我們趕緊去碰碰人品吧！																			
10022	0	-2	1	主城分為三個人分別對應的是武將的武力、智力、統禦，對應的任務需要放入對於屬性最高的武將收益才是最大。																			
10023	0	-2	1	任務對應的屬性，在又上方問號處點擊可以查看詳細，現在我們就派遣一位武將去執行尋寶任務。																			
10024	0	-2	1	任務開始後，耐心等待30分鐘就好了，當然也可以使用元寶來加速，任務獎勵除了任務等級提供的基礎獎勵還有武將主屬性帶的隨機獎勵。																			
10025	0	-2	1	好啦，引導就到這裏，我還要去幫助其他主公，接下來就靠主公自己打拼自己的天下了，我相信您一定行的。																			
10026	0	-2	1	七星壇是玩家打造DIY個性英雄樂園，七星壇裏面的所有屬性均為隨機屬性，玩家通過不斷刷新來獲得更豐厚的屬性加成，我們趕緊去體驗下吧!																			
10027	0	-2	1	在公會，公會成員可以互相打招呼獲取體力，銀幣。 還有只有加入公會才能挑戰公會副本，請一定加入公會哦。																			
10028	0	-2	1	在武將訓練戰鬥中勝時，根據難度將獲得功勳。獲取的功勳達到 100%時武將開通，並能得到該武將。	-2	1	只是，戰鬥失敗時所消耗的銀幣量會逐漸增多，請注意。所以請一定在戰鬥勝利，並獲得高級武將！																
10029	0	-2	1	血戰只要不失敗，是可以挑戰的副本。 越勝利就越可以獲得大量的銀幣和元寶， 水晶， 武將碎片等多樣的獎勵。																			
10030	0	-2	1	在血戰的各個管卡可以選擇普通， 難，極度的難度後挑戰。 難度越高，當然可以拿到更多的獎勵。	-2	1	另外，如果在高難度勝利的話能獲取更多的星星。可以通過消費在完成第5關後獲取的星星，獲取血戰中的屬性增加效果。																
10031	0	-2	1	在血戰每次通過第5關時可選擇屬性增加效果。為了獲取更多的星星，請調整更高難度的戰鬥。																			
10032	0	-2	1	限時神將菜單中登場 4~5星武將和 6星神將。 每次活動期間會登場不同的神將，所以有喜歡的神將時在活動期間抽有利哦！	-2	1	另外，在每次活動期間根據抽取次數支付積分，並決定排名。抽取排名高的人，將得到單獨的額外獎勵，不要錯過哦！																
10033	0	-2	1	終於來到精英關卡，精英關卡難度更高，可挑戰次數更少，但精英關卡會掉落大量稀有道具和英雄卡牌，具體是什麼呢？我這裏就留點神秘吧！主公自己去挑戰一番就知道了！																			
10034	0	-2	1	差點忘了，主公，陣型搭配很重要，若初期主公對陣型不是很瞭解，可在幫助裏面查看一些系統推薦的陣型，那我們現在就去看觀看下推薦陣容吧~																			
10035	0	-2	1	哇，看見沒有，這裏有好多推薦陣容，主公看得口水都流水出來，不過主公要注意，這些陣容只適合新手玩家，若要想成就自己的霸業，主公還需要多研究武將之間的搭配關係。																			
10036	0	-2	1	每個關卡都有星級評價，積累星級評價到20星和60星時，可以在右上角領取對應的星級獎勵，主公千萬不要忘記哦！																			
10037	0	-2	1	哇，40級，主公好厲害，40級開始主公就能給小兵裝備戰魂了，緊跟著我去體驗下吧！																			
10038	0	-2	1	將魂分為力、智、防、血、暴、擊6種類型，每一種類型對應一種屬性加成，獲得特殊將魂還能啟動緣分效果，介紹就這些啦！其他的主公就自己去探索吧。																			
1008611	0	-1	1	我：貂蟬妹紙，哥哥我來解救你啦!我的五虎上將們給我上，搶回俺的美人貂蟬。	-13	2	貂蟬：主公快走，千萬不要為救妾身而毀了你的千秋霸業，貂蟬此生能受主公恩寵已是萬分感激，此生死而無怨了（言必貂蟬奪劍自刎）。	85	2	董卓：不，我的美人，你這該死賤民，竟然害死本太師的愛妾，我要滅你九族。我兒奉仙還不速速將敵將拿下	86	2	呂布：義父切勿傷心，等孩兒拿下這群亂臣賊子後，前往江東給義父尋來江東二喬，必讓義父滿意。	-14	2	趙雲：三姓家奴勿要倡狂，速速過來受死，以泄我家主公失妾之仇。兄妹們給我沖啊							
